homeTeam,awayTeam,league,result,odds,date
Manchester Utd,Manchester City,premier,0:0,"['4.60', '4.17', '1.71']",2020-12-12
Newcastle,West Brom,premier,2:1,"['2.45', '3.23', '3.07']",2020-12-12
Wolves,Aston Villa,premier,0:1,"['2.56', '3.22', '2.91']",2020-12-12
Leeds,West Ham,premier,1:2,"['2.14', '3.75', '3.25']",2020-12-11
Brighton,Southampton,premier,1:2,"['2.44', '3.37', '2.96']",2020-12-07
Liverpool,Wolves,premier,4:0,"['1.58', '4.30', '5.60']",2020-12-06
Sheffield Utd,Leicester,premier,1:2,"['4.09', '3.50', '1.95']",2020-12-06
Tottenham,Arsenal,premier,2:0,"['2.18', '3.47', '3.38']",2020-12-06
West Brom,Crystal Palace,premier,1:5,"['3.02', '3.27', '2.47']",2020-12-06
Burnley,Everton,premier,1:1,"['3.74', '3.51', '2.04']",2020-12-05
Chelsea,Leeds,premier,3:1,"['1.47', '4.93', '6.27']",2020-12-05
Manchester City,Fulham,premier,2:0,"['1.11', '10.33', '21.30']",2020-12-05
West Ham,Manchester Utd,premier,1:3,"['3.37', '3.48', '2.17']",2020-12-05
West Ham,Aston Villa,premier,2:1,"['2.33', '3.50', '3.03']",2020-11-30
Leicester,Fulham,premier,1:2,"['1.62', '4.10', '5.53']",2020-11-30
Southampton,Manchester Utd,premier,2:3,"['3.84', '3.70', '1.95']",2020-11-29
Chelsea,Tottenham,premier,0:0,"['2.01', '3.64', '3.69']",2020-11-29
Arsenal,Wolves,premier,1:2,"['2.08', '3.27', '3.87']",2020-11-29
Brighton,Liverpool,premier,1:1,"['4.86', '4.18', '1.67']",2020-11-28
Everton,Leeds,premier,0:1,"['2.29', '3.63', '3.01']",2020-11-28
Manchester City,Burnley,premier,5:0,"['1.12', '9.94', '20.57']",2020-11-28
West Brom,Sheffield Utd,premier,1:0,"['2.63', '3.13', '2.90']",2020-11-28
Crystal Palace,Newcastle,premier,0:2,"['2.16', '3.17', '3.78']",2020-11-27
Burnley,Crystal Palace,premier,1:0,"['2.65', '3.10', '2.89']",2020-11-23
Wolves,Southampton,premier,1:1,"['2.34', '3.20', '3.31']",2020-11-23
Liverpool,Leicester,premier,3:0,"['1.78', '4.02', '4.31']",2020-11-22
Sheffield Utd,West Ham,premier,0:1,"['3.12', '3.19', '2.44']",2020-11-22
Leeds,Arsenal,premier,0:0,"['3.47', '3.76', '2.03']",2020-11-22
Fulham,Everton,premier,2:3,"['4.22', '3.79', '1.85']",2020-11-22
Aston Villa,Brighton,premier,1:2,"['2.29', '3.53', '3.10']",2020-11-21
Manchester Utd,West Brom,premier,1:0,"['1.32', '5.65', '9.24']",2020-11-21
Newcastle,Chelsea,premier,0:2,"['7.10', '4.73', '1.45']",2020-11-21
Tottenham,Manchester City,premier,2:0,"['4.13', '4.08', '1.80']",2020-11-21
West Brom,Tottenham,premier,0:1,"['6.50', '4.61', '1.49']",2020-11-08
Arsenal,Aston Villa,premier,0:3,"['1.64', '4.34', '4.92']",2020-11-08
Leicester,Wolves,premier,1:0,"['2.35', '3.14', '3.35']",2020-11-08
Manchester City,Liverpool,premier,1:1,"['1.91', '4.14', '3.63']",2020-11-08
Everton,Manchester Utd,premier,1:3,"['3.18', '3.59', '2.22']",2020-11-07
West Ham,Fulham,premier,1:0,"['1.85', '3.77', '4.20']",2020-11-07
Chelsea,Sheffield Utd,premier,4:1,"['1.37', '4.96', '8.78']",2020-11-07
Crystal Palace,Leeds,premier,4:1,"['2.84', '3.42', '2.50']",2020-11-07
Brighton,Burnley,premier,0:0,"['1.95', '3.39', '4.24']",2020-11-06
Southampton,Newcastle,premier,2:0,"['2.16', '3.44', '3.46']",2020-11-06
Fulham,West Brom,premier,2:0,"['2.42', '3.26', '3.08']",2020-11-02
Leeds,Leicester,premier,1:4,"['2.42', '3.61', '2.84']",2020-11-02
Manchester Utd,Arsenal,premier,0:1,"['1.98', '3.58', '3.87']",2020-11-01
Newcastle,Everton,premier,2:1,"['3.31', '3.33', '2.27']",2020-11-01
Tottenham,Brighton,premier,2:1,"['1.58', '4.28', '5.68']",2020-11-01
Aston Villa,Southampton,premier,3:4,"['2.58', '3.54', '2.69']",2020-11-01
Burnley,Chelsea,premier,0:3,"['5.63', '4.25', '1.59']",2020-10-31
Liverpool,West Ham,premier,2:1,"['1.41', '5.14', '7.05']",2020-10-31
Sheffield Utd,Manchester City,premier,0:1,"['10.51', '6.08', '1.28']",2020-10-31
Wolves,Crystal Palace,premier,2:0,"['2.07', '3.12', '4.21']",2020-10-30
Brighton,West Brom,premier,1:1,"['1.67', '3.95', '5.14']",2020-10-26
Burnley,Tottenham,premier,0:1,"['5.73', '4.31', '1.57']",2020-10-26
Arsenal,Leicester,premier,0:1,"['1.94', '3.52', '4.06']",2020-10-25
Southampton,Everton,premier,2:0,"['3.06', '3.51', '2.30']",2020-10-25
Wolves,Newcastle,premier,1:1,"['1.83', '3.41', '4.92']",2020-10-25
Liverpool,Sheffield Utd,premier,2:1,"['1.21', '7.27', '12.70']",2020-10-24
West Ham,Manchester City,premier,1:1,"['6.66', '5.06', '1.44']",2020-10-24
Fulham,Crystal Palace,premier,1:2,"['2.58', '3.15', '2.96']",2020-10-24
Manchester Utd,Chelsea,premier,0:0,"['2.60', '3.44', '2.71']",2020-10-24
Aston Villa,Leeds,premier,0:3,"['1.91', '3.98', '3.73']",2020-10-23
West Brom,Burnley,premier,0:0,"['2.57', '3.25', '2.88']",2020-10-19
Leeds,Wolves,premier,0:1,"['2.46', '3.33', '2.95']",2020-10-19
Crystal Palace,Brighton,premier,1:1,"['3.10', '3.18', '2.46']",2020-10-18
Leicester,Aston Villa,premier,0:1,"['2.38', '3.54', '2.94']",2020-10-18
Sheffield Utd,Fulham,premier,1:1,"['2.28', '3.15', '3.48']",2020-10-18
Tottenham,West Ham,premier,3:3,"['1.63', '4.14', '5.34']",2020-10-18
Newcastle,Manchester Utd,premier,1:4,"['4.63', '4.08', '1.72']",2020-10-17
Everton,Liverpool,premier,2:2,"['4.12', '4.15', '1.79']",2020-10-17
Manchester City,Arsenal,premier,1:0,"['1.53', '4.72', '5.61']",2020-10-17
Chelsea,Southampton,premier,3:3,"['1.58', '4.45', '5.43']",2020-10-17
Arsenal,Sheffield Utd,premier,2:1,"['1.49', '4.34', '7.10']",2020-10-04
Aston Villa,Liverpool,premier,7:2,"['6.68', '4.87', '1.45']",2020-10-04
Leicester,West Ham,premier,0:3,"['1.82', '3.89', '4.27']",2020-10-04
Manchester Utd,Tottenham,premier,1:6,"['2.07', '3.61', '3.53']",2020-10-04
Southampton,West Brom,premier,2:0,"['1.86', '3.74', '4.20']",2020-10-04
Wolves,Fulham,premier,1:0,"['1.79', '3.45', '5.14']",2020-10-04
Everton,Brighton,premier,4:2,"['1.79', '3.76', '4.65']",2020-10-03
Leeds,Manchester City,premier,1:1,"['8.64', '6.62', '1.29']",2020-10-03
Newcastle,Burnley,premier,3:1,"['2.40', '3.25', '3.12']",2020-10-03
Chelsea,Crystal Palace,premier,4:0,"['1.53', '4.26', '6.46']",2020-10-03
Liverpool,Arsenal,premier,3:1,"['1.48', '5.04', '5.84']",2020-09-28
Fulham,Aston Villa,premier,0:3,"['3.02', '3.37', '2.40']",2020-09-28
Sheffield Utd,Leeds,premier,0:1,"['2.94', '3.34', '2.47']",2020-09-27
Tottenham,Newcastle,premier,1:1,"['1.41', '4.80', '7.87']",2020-09-27
West Ham,Wolves,premier,4:0,"['3.37', '3.25', '2.28']",2020-09-27
Manchester City,Leicester,premier,2:5,"['1.31', '5.81', '9.35']",2020-09-27
Brighton,Manchester Utd,premier,2:3,"['5.41', '4.12', '1.62']",2020-09-26
Burnley,Southampton,premier,0:1,"['3.26', '3.38', '2.28']",2020-09-26
Crystal Palace,Everton,premier,1:2,"['3.51', '3.30', '2.19']",2020-09-26
West Brom,Chelsea,premier,3:3,"['6.74', '4.75', '1.46']",2020-09-26
Aston Villa,Sheffield Utd,premier,1:0,"['2.46', '3.16', '3.14']",2020-09-21
Wolves,Manchester City,premier,1:3,"['6.96', '4.52', '1.48']",2020-09-21
Chelsea,Liverpool,premier,0:2,"['3.40', '3.80', '2.06']",2020-09-20
Leicester,Burnley,premier,4:2,"['1.56', '4.14', '6.28']",2020-09-20
Newcastle,Brighton,premier,0:3,"['2.62', '3.17', '2.86']",2020-09-20
Southampton,Tottenham,premier,2:5,"['3.35', '3.35', '2.24']",2020-09-20
Everton,West Brom,premier,5:2,"['1.58', '4.01', '6.21']",2020-09-19
Leeds,Fulham,premier,4:3,"['1.72', '3.79', '5.09']",2020-09-19
Manchester Utd,Crystal Palace,premier,1:3,"['1.37', '5.08', '8.70']",2020-09-19
Arsenal,West Ham,premier,2:1,"['1.51', '4.43', '6.52']",2020-09-19
Brighton,Chelsea,premier,1:3,"['5.92', '4.33', '1.56']",2020-09-14
Sheffield Utd,Wolves,premier,0:2,"['3.23', '2.85', '2.61']",2020-09-14
Tottenham,Everton,premier,0:1,"['2.07', '3.37', '3.79']",2020-09-13
West Brom,Leicester,premier,0:3,"['3.33', '3.31', '2.26']",2020-09-13
Fulham,Arsenal,premier,0:3,"['5.36', '3.93', '1.67']",2020-09-12
Liverpool,Leeds,premier,4:3,"['1.27', '6.18', '10.78']",2020-09-12
Crystal Palace,Southampton,premier,1:0,"['3.07', '3.21', '2.45']",2020-09-12
West Ham,Newcastle,premier,0:2,"['2.01', '3.55', '3.78']",2020-09-12
